Year,Type of Metric,Organization Entity,Command,Category,Amount,ObjectId
2018,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Equipment,1307912.33,1
2018,Actual Expenditures,1 - Toronto Police Service,Special Projects,Salaries,0,2
2018,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Materials & Supplies,15478021.67,3
2018,Actual Expenditures,1 - Toronto Police Service,Special Projects,Services,0,4
2018,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Benefits,25280667.19,5
2018,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Premium Pay,1998732.14,6
2018,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Revenues,-71163091.89,7
2018,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Equipment,1556626.29,8
2018,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Materials & Supplies,1369167.4,9
2018,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Salaries,33289318.73,10
2018,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Services,78193185.66,11
2018,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Premium Pay,14496065.9,12
2018,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Revenues,-51327370.87,13
2018,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Benefits,2175857.58,14
2018,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Salaries,163297474.7,15
2018,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Equipment,113250.65,16
2018,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Materials & Supplies,62650.57,17
2018,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Services,5355689.55,18
2018,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Benefits,0,19
2018,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Premium Pay,556704.78,20
2018,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Revenues,-51674.88,21
2018,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Equipment,2972130.44,22
2018,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Materials & Supplies,25175.32,23
2018,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Salaries,14469029.76,24
2018,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Services,503054.18,25
2018,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Premium Pay,115136.98,26
2018,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Revenues,-6933839.41,27
2018,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Benefits,68942207.73,28
2018,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Equipment,161658.13,29
2018,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Salaries,0,30
2018,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Services,3374646.92,31
2018,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Materials & Supplies,853368.14,32
2018,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Premium Pay,48898473.91,33
2018,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Benefits,135661.56,34
2018,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Equipment,1417.99,35
2018,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Revenues,-13135673.92,36
2018,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Salaries,444525307.1,37
2018,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Materials & Supplies,3340.17,38
2018,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Premium Pay,218.86,39
2018,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Services,1777960.74,40
2018,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Benefits,6019452.82,41
2018,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Revenues,-629755.91,42
2018,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Equipment,129351.02,43
2018,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Salaries,865004.5,44
2018,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Services,1884260.78,45
2018,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Benefits,6921080.29,46
2018,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Equipment,3009.31,47
2018,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Materials & Supplies,1246010.07,48
2018,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Premium Pay,2490136.74,49
2018,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Revenues,-1085060.59,50
2018,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Salaries,27672527.74,51
2018,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Services,5551630.98,52
2019,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Benefits,96464007.94,53
2019,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Equipment,2270082.92,54
2019,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Materials & Supplies,15098553.99,55
2019,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Premium Pay,748289.43,56
2019,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Revenues,-69379500.8,57
2019,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Salaries,35257695.75,58
2018,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Materials & Supplies,305431.75,59
2019,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Services,78805829.27,60
2018,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Premium Pay,1380537.32,61
2019,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Benefits,2139638.85,62
2019,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Equipment,153741.54,63
2019,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Materials & Supplies,78600.77,64
2019,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Premium Pay,514782.38,65
2019,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Revenues,-305364.5,66
2019,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Salaries,14285464.64,67
2019,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Services,1804178.01,68
2019,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Benefits,69823050.28,69
2019,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Equipment,288119.29,70
2019,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Materials & Supplies,1069739.11,71
2019,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Premium Pay,46582629.29,72
2019,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Revenues,-8711679.18,73
2019,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Salaries,442726183.7,74
2018,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Revenues,-1181018.61,75
2018,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Salaries,40763515.46,76
2018,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Services,2698874.93,77
2018,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Benefits,541316.92,78
2018,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Equipment,4008.17,79
2018,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Materials & Supplies,14974.2,80
2018,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Premium Pay,102386.32,81
2018,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Salaries,3632049.43,82
2018,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Services,135536.54,83
2018,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Benefits,5740888.5,84
2018,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Equipment,1011709.5,85
2018,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Materials & Supplies,793618.5,86
2018,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Premium Pay,1063141.79,87
2018,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Revenues,-7822311.09,88
2018,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Salaries,37989837.44,89
2018,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Services,21379572.24,90
2018,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Benefits,0,91
2018,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Equipment,0,92
2018,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Materials & Supplies,0,93
2018,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Premium Pay,0,94
2018,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Salaries,0,95
2018,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Services,0,96
2018,Actual Expenditures,1 - Toronto Police Service,Special Projects,Equipment,0,97
2018,Actual Expenditures,1 - Toronto Police Service,Special Projects,Materials & Supplies,0,98
2018,Actual Expenditures,1 - Toronto Police Service,Special Projects,Premium Pay,0,99
2018,Actual Expenditures,1 - Toronto Police Service,Special Projects,Revenues,0,100
2019,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Premium Pay,1195.45,101
2019,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Revenues,-1678707.52,102
2019,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Salaries,977788.95,103
2019,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Services,2857914.71,104
2019,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Benefits,7616816.03,105
2019,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Equipment,122348.36,106
2019,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Materials & Supplies,1228208.32,107
2019,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Premium Pay,2097142.95,108
2019,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Revenues,-2012495.58,109
2019,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Salaries,29361406.63,110
2019,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Services,5818073.99,111
2020,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Benefits,94227571.56,112
2020,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Equipment,2624276.02,113
2020,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Materials & Supplies,14836261.69,114
2020,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Premium Pay,1771246.26,115
2020,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Revenues,-55637540.7,116
2020,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Salaries,32534549.81,117
2020,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Services,61877189.01,118
2020,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Benefits,2569513.6,119
2020,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Equipment,354530.53,120
2020,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Materials & Supplies,91080.4,121
2020,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Premium Pay,770179.82,122
2020,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Revenues,-5780.4,123
2020,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Salaries,17723441.26,124
2020,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Services,659507.45,125
2020,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Benefits,73249648.4,126
2020,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Equipment,497239.76,127
2020,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Materials & Supplies,908612.05,128
2020,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Premium Pay,34800423.38,129
2020,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Revenues,-1820934.47,130
2020,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Salaries,461197870.5,131
2020,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Services,725646.22,132
2020,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Benefits,8510101.89,133
2020,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Equipment,376222.76,134
2020,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Materials & Supplies,273553.96,135
2020,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Premium Pay,1613008.87,136
2020,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Revenues,-201635.92,137
2020,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Salaries,56156959.62,138
2020,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Services,3500399.09,139
2020,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Benefits,508120.49,140
2020,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Equipment,-526.39,141
2020,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Materials & Supplies,7394.64,142
2020,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Premium Pay,75118.23,143
2020,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Salaries,3353697.62,144
2020,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Services,8549.71,145
2020,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Benefits,5717121.51,146
2020,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Equipment,1140441.26,147
2020,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Materials & Supplies,1013577.41,148
2020,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Premium Pay,1045040.68,149
2020,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Revenues,-5033011.42,150
2019,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Services,2248085.96,151
2019,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Benefits,8597793.9,152
2019,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Equipment,431870.33,153
2019,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Materials & Supplies,304042.34,154
2019,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Premium Pay,1668060.03,155
2019,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Revenues,-1230064.39,156
2019,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Salaries,56829513.64,157
2019,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Services,3840331.5,158
2019,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Benefits,458790.57,159
2019,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Equipment,3420.92,160
2019,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Materials & Supplies,5695.54,161
2019,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Premium Pay,89626.59,162
2019,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Salaries,3043485.6,163
2019,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Services,56149.36,164
2019,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Benefits,5712232.44,165
2019,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Equipment,973143.26,166
2019,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Materials & Supplies,874008.3,167
2019,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Premium Pay,1218174.54,168
2019,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Revenues,-8263274.86,169
2019,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Salaries,37931755.1,170
2019,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Services,22522614.21,171
2019,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Benefits,0,172
2019,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Equipment,0,173
2019,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Materials & Supplies,0,174
2019,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Premium Pay,0,175
2019,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Salaries,0,176
2019,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Services,0,177
2017,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Salaries,3236218.72,178
2019,Actual Expenditures,1 - Toronto Police Service,Special Projects,Equipment,0,179
2019,Actual Expenditures,1 - Toronto Police Service,Special Projects,Materials & Supplies,0,180
2019,Actual Expenditures,1 - Toronto Police Service,Special Projects,Premium Pay,0,181
2019,Actual Expenditures,1 - Toronto Police Service,Special Projects,Revenues,0,182
2019,Actual Expenditures,1 - Toronto Police Service,Special Projects,Salaries,0,183
2019,Actual Expenditures,1 - Toronto Police Service,Special Projects,Services,0,184
2019,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Benefits,26863579.33,185
2019,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Equipment,3365350.55,186
2019,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Materials & Supplies,1713668.23,187
2019,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Premium Pay,15984688.24,188
2019,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Revenues,-49634729.57,189
2019,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Salaries,172947028.8,190
2019,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Services,5081022.07,191
2019,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Benefits,6295.33,192
2019,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Equipment,6199862.39,193
2019,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Materials & Supplies,48081.03,194
2019,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Premium Pay,5391558.63,195
2019,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Revenues,-16660473.9,196
2019,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Salaries,285818.67,197
2019,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Services,3142673.31,198
2019,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Benefits,154114.24,199
2019,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Equipment,5347.45,200
2019,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Materials & Supplies,3651.44,201
2016,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Premium Pay,10253072.3,202
2017,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Services,47688.05,203
2017,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Benefits,5872434.62,204
2017,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Equipment,1148596,205
2017,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Materials & Supplies,808206.46,206
2017,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Premium Pay,774308.3,207
2017,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Revenues,-7635384.36,208
2017,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Salaries,38924808.19,209
2017,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Services,19794156.37,210
2017,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Benefits,17639.85,211
2017,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Equipment,101.49,212
2017,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Materials & Supplies,206.65,213
2017,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Premium Pay,43330.02,214
2017,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Salaries,249053.88,215
2017,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Services,2552.79,216
2017,Actual Expenditures,1 - Toronto Police Service,Special Projects,Equipment,0,217
2017,Actual Expenditures,1 - Toronto Police Service,Special Projects,Materials & Supplies,0,218
2017,Actual Expenditures,1 - Toronto Police Service,Special Projects,Premium Pay,0,219
2017,Actual Expenditures,1 - Toronto Police Service,Special Projects,Revenues,0,220
2017,Actual Expenditures,1 - Toronto Police Service,Special Projects,Salaries,0,221
2017,Actual Expenditures,1 - Toronto Police Service,Special Projects,Services,0,222
2017,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Benefits,25431377.91,223
2017,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Equipment,1604143.99,224
2017,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Materials & Supplies,1448028.45,225
2017,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Premium Pay,11805392.07,226
2017,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Revenues,-47439053.79,227
2017,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Salaries,165858252.8,228
2017,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Services,4542489.7,229
2017,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Benefits,0,230
2017,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Equipment,40390.41,231
2017,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Materials & Supplies,0,232
2017,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Premium Pay,0,233
2017,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Revenues,-779356.45,234
2017,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Salaries,0,235
2017,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Services,738966.1,236
2017,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Benefits,103743.88,237
2017,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Equipment,6002.48,238
2017,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Materials & Supplies,7195.42,239
2017,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Premium Pay,1775.8,240
2017,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Revenues,-382629.99,241
2017,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Salaries,780310.4,242
2017,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Services,1531074.09,243
2017,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Benefits,7053398.28,244
2017,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Equipment,6345.77,245
2017,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Materials & Supplies,986150.3,246
2017,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Premium Pay,2969500.67,247
2017,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Revenues,-1791561.57,248
2017,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Salaries,28105810.57,249
2017,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Services,5488646.44,250
2018,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Benefits,92654930.88,251
2020,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Salaries,38097835.94,252
2016,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Revenues,-41887022.52,253
2020,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Services,24840773.27,254
2016,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Salaries,166537386.7,255
2020,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Benefits,0,256
2016,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Services,4446423.04,257
2020,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Equipment,0,258
2016,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Benefits,85812916.01,259
2016,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Benefits,111438.04,260
2020,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Materials & Supplies,0,261
2020,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Premium Pay,0,262
2020,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Salaries,0,263
2020,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Services,0,264
2020,Actual Expenditures,1 - Toronto Police Service,Special Projects,Equipment,983022.54,265
2020,Actual Expenditures,1 - Toronto Police Service,Special Projects,Materials & Supplies,2482112.06,266
2020,Actual Expenditures,1 - Toronto Police Service,Special Projects,Premium Pay,0,267
2020,Actual Expenditures,1 - Toronto Police Service,Special Projects,Revenues,0,268
2020,Actual Expenditures,1 - Toronto Police Service,Special Projects,Salaries,0,269
2020,Actual Expenditures,1 - Toronto Police Service,Special Projects,Services,57317.58,270
2016,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Equipment,39778.53,271
2016,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Equipment,830103.39,272
2020,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Benefits,29444367.44,273
2016,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Materials & Supplies,13626789.1,274
2020,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Equipment,2982061.28,275
2016,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Premium Pay,-1029471.76,276
2020,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Materials & Supplies,1348270.95,277
2016,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Revenues,-58332444.53,278
2020,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Premium Pay,14589974.72,279
2016,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Salaries,34393675.77,280
2020,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Revenues,-49931035.81,281
2016,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Services,69427198.08,282
2020,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Salaries,188975611.8,283
2016,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Benefits,2141925.17,284
2020,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Services,3900572.98,285
2016,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Equipment,96934.15,286
2020,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Benefits,29526.8,287
2016,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Materials & Supplies,56213.5,288
2016,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Premium Pay,380915.56,289
2020,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Equipment,4942003.62,290
2016,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Revenues,-28052.04,291
2020,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Materials & Supplies,660539.24,292
2016,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Salaries,13779292.58,293
2020,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Premium Pay,772390.08,294
2016,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Services,451964.85,295
2020,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Revenues,-17661637.2,296
2016,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Benefits,71945397.74,297
2020,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Salaries,468550.29,298
2016,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Materials & Supplies,1262.68,299
2016,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Equipment,92947.5,300
2016,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Premium Pay,5394.99,301
2020,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Services,4586389.48,302
2016,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Materials & Supplies,767341.91,303
2016,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Revenues,-350478.95,304
2020,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Benefits,151412.41,305
2016,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Premium Pay,36152607.38,306
2016,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Salaries,802917.6,307
2020,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Equipment,5082.08,308
2016,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Revenues,-19381895.16,309
2016,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Services,1581909.6,310
